schedule_id,store_id,employee_id,employee_name,shift_date,shift_type,start_time,end_time,hours_worked,department
SCH000135,S001,EMP006,Jane Davis,2024-01-21,evening,21:00,03:00,8.0,meat
SCH000136,S001,EMP006,Jane Davis,2024-01-12,morning,19:00,19:00,8.0,checkout
SCH000137,S001,EMP006,Jane Davis,2024-01-06,evening,18:00,16:00,8.0,bakery
SCH000138,S001,EMP006,Jane Davis,2024-01-05,morning,20:00,02:00,8.0,produce
SCH000139,S001,EMP006,Jane Davis,2024-01-28,morning,10:00,16:00,8.0,produce
SCH000140,S001,EMP006,Jane Davis,2024-01-13,night,16:00,22:00,8.0,checkout
SCH000141,S001,EMP006,Jane Davis,2024-01-04,night,22:00,06:00,8.0,stocking
SCH000142,S001,EMP006,Jane Davis,2024-01-30,evening,14:00,21:00,8.0,checkout
SCH000143,S001,EMP006,Jane Davis,2024-01-01,morning,17:00,20:00,8.0,bakery
SCH000144,S001,EMP006,Jane Davis,2024-01-21,morning,20:00,18:00,8.0,bakery
SCH000145,S001,EMP007,Jane Brown,2024-01-12,night,09:00,15:00,8.0,stocking
SCH000146,S001,EMP007,Jane Brown,2024-01-09,night,06:00,18:00,8.0,produce
SCH000147,S001,EMP007,Jane Brown,2024-01-13,night,15:00,22:00,8.0,stocking
SCH000148,S001,EMP007,Jane Brown,2024-01-11,evening,12:00,21:00,8.0,dairy
SCH000149,S001,EMP007,Jane Brown,2024-01-19,night,08:00,19:00,8.0,meat
SCH000150,S001,EMP007,Jane Brown,2024-01-16,evening,13:00,21:00,8.0,dairy
SCH000151,S001,EMP007,Jane Brown,2024-01-04,evening,19:00,18:00,8.0,stocking
SCH000152,S001,EMP007,Jane Brown,2024-01-09,night,07:00,22:00,8.0,bakery
SCH000153,S001,EMP007,Jane Brown,2024-01-08,night,16:00,21:00,8.0,dairy
SCH000154,S001,EMP007,Jane Brown,2024-01-08,night,19:00,15:00,8.0,produce
SCH000155,S001,EMP007,Jane Brown,2024-01-13,evening,08:00,16:00,8.0,stocking
SCH000156,S001,EMP007,Jane Brown,2024-01-14,morning,15:00,18:00,8.0,meat
SCH000157,S001,EMP007,Jane Brown,2024-01-28,night,13:00,02:00,8.0,checkout
SCH000158,S001,EMP007,Jane Brown,2024-01-29,evening,21:00,15:00,8.0,checkout
SCH000159,S001,EMP007,Jane Brown,2024-01-08,night,20:00,17:00,8.0,bakery
SCH000160,S001,EMP007,Jane Brown,2024-01-07,morning,22:00,18:00,8.0,bakery
SCH000161,S001,EMP007,Jane Brown,2024-01-04,morning,18:00,18:00,8.0,meat
SCH000162,S001,EMP007,Jane Brown,2024-01-19,evening,20:00,17:00,8.0,meat
SCH000163,S001,EMP007,Jane Brown,2024-01-30,evening,09:00,18:00,8.0,produce
SCH000164,S001,EMP007,Jane Brown,2024-01-01,morning,07:00,05:00,8.0,stocking
SCH000165,S001,EMP007,Jane Brown,2024-01-22,evening,06:00,16:00,8.0,meat
SCH000166,S001,EMP007,Jane Brown,2024-01-02,morning,09:00,17:00,8.0,stocking
SCH000167,S001,EMP007,Jane Brown,2024-01-08,night,19:00,04:00,8.0,dairy
SCH000168,S001,EMP008,Sarah Smith,2024-01-07,evening,18:00,20:00,8.0,stocking
SCH000169,S001,EMP008,Sarah Smith,2024-01-26,night,14:00,04:00,8.0,meat
SCH000170,S001,EMP008,Sarah Smith,2024-01-18,morning,18:00,06:00,8.0,dairy
SCH000171,S001,EMP008,Sarah Smith,2024-01-07,night,20:00,14:00,8.0,stocking
SCH000172,S001,EMP008,Sarah Smith,2024-01-22,morning,12:00,20:00,8.0,dairy
SCH000173,S001,EMP008,Sarah Smith,2024-01-02,evening,11:00,19:00,8.0,bakery
SCH000174,S001,EMP008,Sarah Smith,2024-01-21,night,06:00,22:00,8.0,meat
SCH000175,S001,EMP008,Sarah Smith,2024-01-25,evening,21:00,21:00,8.0,dairy
SCH000176,S001,EMP008,Sarah Smith,2024-01-25,evening,08:00,21:00,8.0,meat
SCH000177,S001,EMP008,Sarah Smith,2024-01-10,night,17:00,14:00,8.0,stocking
SCH000178,S001,EMP008,Sarah Smith,2024-01-19,night,19:00,01:00,8.0,bakery
SCH000179,S001,EMP008,Sarah Smith,2024-01-10,evening,12:00,19:00,8.0,meat
SCH000180,S001,EMP008,Sarah Smith,2024-01-25,night,19:00,20:00,8.0,bakery
SCH000181,S001,EMP008,Sarah Smith,2024-01-18,morning,10:00,05:00,8.0,stocking
SCH000182,S001,EMP008,Sarah Smith,2024-01-03,morning,14:00,14:00,8.0,meat
SCH000183,S001,EMP008,Sarah Smith,2024-01-19,morning,22:00,16:00,8.0,meat
SCH000184,S001,EMP008,Sarah Smith,2024-01-11,evening,21:00,03:00,8.0,checkout
SCH000185,S001,EMP008,Sarah Smith,2024-01-15,evening,20:00,22:00,8.0,dairy
SCH000186,S001,EMP008,Sarah Smith,2024-01-17,morning,22:00,19:00,8.0,produce
SCH000187,S001,EMP008,Sarah Smith,2024-01-24,evening,12:00,16:00,8.0,checkout
SCH000188,S001,EMP008,Sarah Smith,2024-01-28,night,22:00,17:00,8.0,produce
SCH000189,S001,EMP008,Sarah Smith,2024-01-14,morning,12:00,04:00,8.0,bakery
SCH000190,S001,EMP008,Sarah Smith,2024-01-31,evening,18:00,01:00,8.0,meat
SCH000191,S001,EMP008,Sarah Smith,2024-01-04,night,22:00,19:00,8.0,produce
SCH000192,S001,EMP008,Sarah Smith,2024-01-12,night,06:00,15:00,8.0,meat
SCH000193,S001,EMP008,Sarah Smith,2024-01-05,evening,22:00,03:00,8.0,checkout
SCH000194,S001,EMP008,Sarah Smith,2024-01-31,morning,12:00,00:00,8.0,stocking
SCH000195,S001,EMP008,Sarah Smith,2024-01-16,night,18:00,23:00,8.0,dairy
SCH000196,S001,EMP008,Sarah Smith,2024-01-31,night,12:00,17:00,8.0,dairy
SCH000197,S001,EMP008,Sarah Smith,2024-01-18,night,16:00,16:00,8.0,dairy
SCH000198,S001,EMP009,Mike Smith,2024-01-09,night,17:00,05:00,8.0,stocking
SCH000199,S001,EMP009,Mike Smith,2024-01-03,night,19:00,19:00,8.0,dairy
SCH000200,S001,EMP009,Mike Smith,2024-01-28,evening,13:00,00:00,8.0,stocking
SCH000201,S001,EMP009,Mike Smith,2024-01-04,night,13:00,16:00,8.0,stocking
SCH000202,S001,EMP009,Mike Smith,2024-01-22,night,12:00,05:00,8.0,meat
SCH000203,S001,EMP009,Mike Smith,2024-01-10,evening,15:00,01:00,8.0,produce
SCH000204,S001,EMP009,Mike Smith,2024-01-11,morning,11:00,20:00,8.0,produce
SCH000205,S001,EMP009,Mike Smith,2024-01-04,evening,18:00,17:00,8.0,dairy
SCH000206,S001,EMP009,Mike Smith,2024-01-16,evening,18:00,20:00,8.0,bakery
SCH000207,S001,EMP009,Mike Smith,2024-01-20,morning,06:00,20:00,8.0,dairy
SCH000208,S001,EMP009,Mike Smith,2024-01-01,night,20:00,22:00,8.0,bakery
SCH000209,S001,EMP009,Mike Smith,2024-01-22,morning,15:00,22:00,8.0,dairy
SCH000210,S001,EMP009,Mike Smith,2024-01-18,night,08:00,14:00,8.0,bakery
SCH000211,S001,EMP009,Mike Smith,2024-01-06,night,21:00,16:00,8.0,checkout
SCH000212,S001,EMP009,Mike Smith,2024-01-04,evening,07:00,00:00,8.0,produce
SCH000213,S001,EMP009,Mike Smith,2024-01-11,night,11:00,02:00,8.0,stocking
SCH000214,S001,EMP009,Mike Smith,2024-01-14,evening,20:00,16:00,8.0,checkout
SCH000215,S001,EMP009,Mike Smith,2024-01-25,morning,22:00,19:00,8.0,dairy
SCH000216,S001,EMP009,Mike Smith,2024-01-03,morning,17:00,18:00,8.0,meat
SCH000217,S001,EMP009,Mike Smith,2024-01-07,morning,14:00,02:00,8.0,checkout
SCH000218,S001,EMP009,Mike Smith,2024-01-10,evening,19:00,03:00,8.0,produce
SCH000219,S001,EMP009,Mike Smith,2024-01-07,evening,18:00,19:00,8.0,checkout
SCH000220,S001,EMP009,Mike Smith,2024-01-20,night,15:00,00:00,8.0,produce
SCH000221,S001,EMP009,Mike Smith,2024-01-13,night,10:00,21:00,8.0,produce
SCH000222,S001,EMP009,Mike Smith,2024-01-31,evening,15:00,04:00,8.0,dairy
SCH000223,S001,EMP009,Mike Smith,2024-01-21,night,14:00,20:00,8.0,bakery
SCH000224,S001,EMP009,Mike Smith,2024-01-17,evening,17:00,16:00,8.0,produce
SCH000225,S001,EMP009,Mike Smith,2024-01-14,morning,13:00,01:00,8.0,stocking
SCH000226,S001,EMP010,Sarah Brown,2024-01-19,morning,19:00,15:00,8.0,meat
SCH000227,S001,EMP010,Sarah Brown,2024-01-27,night,22:00,18:00,8.0,stocking
SCH000228,S001,EMP010,Sarah Brown,2024-01-07,night,17:00,02:00,8.0,bakery
SCH000229,S001,EMP010,Sarah Brown,2024-01-09,morning,14:00,18:00,8.0,meat
SCH000230,S001,EMP010,Sarah Brown,2024-01-26,night,17:00,23:00,8.0,checkout
SCH000231,S001,EMP010,Sarah Brown,2024-01-22,morning,19:00,02:00,8.0,meat
SCH000232,S001,EMP010,Sarah Brown,2024-01-29,night,22:00,03:00,8.0,meat
SCH000233,S001,EMP010,Sarah Brown,2024-01-31,evening,22:00,16:00,8.0,meat
SCH000234,S001,EMP010,Sarah Brown,2024-01-02,night,12:00,14:00,8.0,dairy
SCH000235,S001,EMP010,Sarah Brown,2024-01-21,morning,17:00,20:00,8.0,meat
SCH000236,S001,EMP010,Sarah Brown,2024-01-14,evening,21:00,23:00,8.0,dairy
SCH000237,S001,EMP010,Sarah Brown,2024-01-18,night,17:00,17:00,8.0,stocking
SCH000238,S001,EMP010,Sarah Brown,2024-01-20,evening,20:00,18:00,8.0,bakery
SCH000239,S001,EMP010,Sarah Brown,2024-01-27,evening,11:00,19:00,8.0,stocking
SCH000240,S001,EMP010,Sarah Brown,2024-01-04,night,22:00,01:00,8.0,meat
SCH000241,S001,EMP010,Sarah Brown,2024-01-25,morning,13:00,03:00,8.0,checkout
SCH000242,S001,EMP010,Sarah Brown,2024-01-05,evening,16:00,22:00,8.0,produce
SCH000243,S001,EMP010,Sarah Brown,2024-01-14,morning,13:00,02:00,8.0,dairy
SCH000244,S001,EMP010,Sarah Brown,2024-01-26,night,19:00,15:00,8.0,meat
SCH000245,S001,EMP010,Sarah Brown,2024-01-25,morning,11:00,19:00,8.0,checkout
SCH000246,S001,EMP010,Sarah Brown,2024-01-22,night,22:00,00:00,8.0,stocking
SCH000247,S001,EMP010,Sarah Brown,2024-01-29,night,08:00,17:00,8.0,produce
SCH000248,S001,EMP010,Sarah Brown,2024-01-12,night,09:00,15:00,8.0,checkout
SCH000249,S001,EMP010,Sarah Brown,2024-01-19,morning,11:00,19:00,8.0,dairy
SCH000250,S001,EMP010,Sarah Brown,2024-01-21,morning,19:00,21:00,8.0,dairy
SCH000251,S001,EMP010,Sarah Brown,2024-01-11,evening,18:00,16:00,8.0,meat
SCH000252,S001,EMP010,Sarah Brown,2024-01-20,morning,06:00,17:00,8.0,checkout
SCH000253,S001,EMP010,Sarah Brown,2024-01-27,night,15:00,00:00,8.0,checkout
SCH000254,S001,EMP011,David Brown,2024-01-17,evening,19:00,18:00,8.0,dairy
SCH000255,S001,EMP011,David Brown,2024-01-13,night,08:00,02:00,8.0,produce
SCH000256,S001,EMP011,David Brown,2024-01-04,morning,07:00,14:00,8.0,checkout
SCH000257,S001,EMP011,David Brown,2024-01-24,morning,16:00,06:00,8.0,checkout
SCH000258,S001,EMP011,David Brown,2024-01-28,morning,13:00,01:00,8.0,bakery
SCH000259,S001,EMP011,David Brown,2024-01-14,morning,16:00,22:00,8.0,produce
SCH000260,S001,EMP011,David Brown,2024-01-06,morning,20:00,01:00,8.0,bakery
SCH000261,S001,EMP011,David Brown,2024-01-25,night,14:00,01:00,8.0,bakery
SCH000262,S001,EMP011,David Brown,2024-01-04,night,15:00,14:00,8.0,stocking
SCH000263,S001,EMP011,David Brown,2024-01-08,evening,06:00,03:00,8.0,stocking
SCH000264,S001,EMP011,David Brown,2024-01-28,morning,19:00,22:00,8.0,produce
SCH000265,S001,EMP011,David Brown,2024-01-17,evening,13:00,20:00,8.0,produce
SCH000266,S001,EMP011,David Brown,2024-01-26,morning,18:00,03:00,8.0,bakery
SCH000267,S001,EMP011,David Brown,2024-01-23,night,20:00,19:00,8.0,meat
SCH000268,S001,EMP011,David Brown,2024-01-15,night,21:00,04:00,8.0,dairy
SCH000269,S001,EMP011,David Brown,2024-01-13,evening,22:00,02:00,8.0,produce
SCH000270,S001,EMP011,David Brown,2024-01-02,night,11:00,04:00,8.0,bakery
SCH000271,S001,EMP011,David Brown,2024-01-11,night,06:00,14:00,8.0,bakery
SCH000272,S001,EMP011,David Brown,2024-01-23,evening,13:00,20:00,8.0,bakery
SCH000273,S001,EMP011,David Brown,2024-01-04,evening,14:00,05:00,8.0,meat
SCH000274,S001,EMP011,David Brown,2024-01-26,night,21:00,17:00,8.0,dairy
SCH000275,S001,EMP011,David Brown,2024-01-13,night,20:00,02:00,8.0,bakery
SCH000276,S001,EMP011,David Brown,2024-01-11,morning,22:00,15:00,8.0,stocking
SCH000277,S001,EMP011,David Brown,2024-01-19,night,19:00,05:00,8.0,stocking
SCH000278,S001,EMP011,David Brown,2024-01-19,morning,14:00,20:00,8.0,dairy
SCH000279,S001,EMP011,David Brown,2024-01-30,morning,17:00,22:00,8.0,stocking
SCH000280,S001,EMP011,David Brown,2024-01-13,morning,17:00,19:00,8.0,meat
SCH000281,S001,EMP012,John Davis,2024-01-29,morning,21:00,15:00,8.0,bakery
SCH000282,S001,EMP012,John Davis,2024-01-09,evening,21:00,18:00,8.0,bakery
SCH000283,S001,EMP012,John Davis,2024-01-04,night,12:00,00:00,8.0,stocking
SCH000284,S001,EMP012,John Davis,2024-01-28,night,06:00,18:00,8.0,stocking
SCH000285,S001,EMP012,John Davis,2024-01-07,evening,13:00,19:00,8.0,checkout
SCH000286,S001,EMP012,John Davis,2024-01-19,night,22:00,22:00,8.0,bakery
SCH000287,S001,EMP012,John Davis,2024-01-10,morning,20:00,22:00,8.0,stocking
SCH000288,S001,EMP012,John Davis,2024-01-22,evening,11:00,00:00,8.0,checkout
SCH000289,S001,EMP012,John Davis,2024-01-06,morning,09:00,19:00,8.0,checkout
SCH000290,S001,EMP012,John Davis,2024-01-15,night,08:00,14:00,8.0,produce
SCH000291,S001,EMP012,John Davis,2024-01-30,night,19:00,02:00,8.0,produce
SCH000292,S001,EMP012,John Davis,2024-01-11,night,09:00,23:00,8.0,dairy
SCH000293,S001,EMP012,John Davis,2024-01-29,evening,12:00,03:00,8.0,dairy
SCH000294,S001,EMP012,John Davis,2024-01-08,evening,09:00,17:00,8.0,bakery
SCH000295,S001,EMP012,John Davis,2024-01-16,evening,16:00,16:00,8.0,stocking
SCH000296,S001,EMP012,John Davis,2024-01-27,morning,17:00,21:00,8.0,checkout
SCH000297,S001,EMP012,John Davis,2024-01-15,evening,17:00,03:00,8.0,stocking
SCH000298,S001,EMP012,John Davis,2024-01-24,night,11:00,21:00,8.0,bakery
SCH000299,S001,EMP012,John Davis,2024-01-16,morning,08:00,15:00,8.0,meat
SCH000300,S001,EMP012,John Davis,2024-01-14,morning,22:00,20:00,8.0,bakery
SCH000301,S001,EMP012,John Davis,2024-01-15,morning,06:00,06:00,8.0,produce
